序号,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
10,11.66,32.02,32.25,26.02,24.70,19.10,21.93,24.60,8.60,17.03,0.00,7.81,15.81,11.18,9.85,10.20,12.17,12.37,12.08,10.44,10.63,13.00,16.16,14.14,8.94,13.89,16.12,11.18,15.52,14.87,13.89,8.06,8.25,11.05,25.06,25.61,28.43,21.10,30.61,23.71,20.00,31.14,24.41,20.52,21.47,17.00,19.24,14.76,20.25,18.03,15.81,27.17,25.63,24.70,26.40,29.00,23.60,19.42,16.16,17.03,24.02,26.02,27.02,30.07,29.73,27.51,26.48,20.62,16.76,21.54,13.45,17.03,17.20,25.94,21.95,21.93,24.08,23.43,26.93,28.43,30.00,32.20,27.59,26.17,22.47,26.40,26.83,28.64,27.46,32.20,27.51,28.79,31.38,34.18,35.36,38.95,29.83,29.43,35.01,35.17,33.73,34.37,32.02,31.14,30.02,27.29,34.93,30.36,33.38,36.67,28.23,21.02,16.28,12.65,16.12,17.49,10.82,13.45,28.46,25.30,24.17,17.03,22.20,23.00,27.66,41.62,35.51,33.62,31.95,32.02,32.28,20.88,15.62,15.65,12.08,11.31,17.09,19.24,21.10,15.13,12.17,10.20,11.00,21.84,21.38,26.17,2.24,1.00,5.00,4.12,20.62,8.49,3.16,4.47,11.70,6.08,12.04,7.28,7.07,6.00,5.39,10.05,9.85,6.40,5.10,1.41,7.28,9.06,3.16,3.16,5.00,5.10,5.83,6.40,9.22,14.21,20.59,18.97,23.32,19.92,25.96
11,15.00,36.06,39.66,31.78,28.16,25.30,29.70,22.63,16.40,12.53,7.81,0.00,8.06,4.00,3.16,5.00,6.71,10.00,11.18,8.94,13.04,17.03,20.00,19.42,13.15,6.32,8.54,16.49,20.10,19.03,17.03,4.47,3.61,6.40,32.45,33.30,36.12,28.60,38.29,31.06,27.66,31.76,26.25,21.54,19.85,15.81,17.80,13.89,17.69,13.42,9.00,21.10,22.80,23.43,25.81,29.15,23.02,13.04,9.06,11.70,18.97,20.88,21.84,25.00,26.63,24.41,22.36,17.20,14.14,19.10,14.56,17.46,17.00,28.64,24.52,22.36,25.08,23.32,29.12,29.55,31.38,33.62,28.18,26.42,21.40,24.08,24.76,26.25,26.25,31.24,31.14,32.25,34.53,37.48,37.64,41.11,34.01,34.01,40.61,41.79,40.16,40.52,37.66,36.12,35.69,32.06,39.05,34.13,38.01,39.29,31.40,24.19,22.85,19.72,23.60,25.00,18.44,21.21,35.34,32.20,31.38,22.56,27.17,28.64,34.18,49.20,43.01,41.05,38.91,38.63,39.00,27.73,23.43,23.32,19.72,19.10,24.19,25.63,27.20,21.54,18.79,17.00,17.09,26.00,26.08,31.14,5.83,7.21,12.81,7.07,13.34,1.00,10.63,9.85,17.03,5.10,4.47,14.42,10.05,12.53,12.81,17.09,15.03,11.05,11.70,9.22,8.25,6.40,5.00,6.71,8.25,4.12,2.24,2.00,2.00,6.71,13.00,12.04,15.65,13.04,19.10
12,20.25,40.31,47.01,37.70,32.25,31.76,37.54,21.93,24.41,10.77,15.81,8.06,0.00,5.00,6.40,7.62,7.07,12.04,14.14,12.37,18.03,22.47,25.00,25.50,19.24,2.24,1.41,22.83,25.63,24.35,21.84,9.43,8.60,8.25,39.82,41.01,43.84,36.12,45.97,38.42,35.36,32.98,29.02,24.02,19.92,17.12,18.44,16.00,17.09,11.18,4.47,15.23,21.10,23.41,26.25,30.08,23.77,7.81,3.61,8.94,14.87,16.40,17.20,20.25,24.21,22.20,19.10,15.65,14.32,18.38,18.25,20.00,19.03,32.02,28.07,24.19,27.17,24.52,32.02,31.40,33.38,35.51,29.61,27.66,21.84,22.83,23.71,24.70,26.00,30.87,35.23,36.12,38.01,41.01,40.20,43.42,38.47,38.83,46.17,48.30,46.52,46.62,43.32,41.23,41.44,37.11,43.29,38.21,42.76,42.11,35.06,28.28,29.68,27.02,31.14,32.56,26.17,29.07,42.19,39.12,38.60,28.64,32.57,34.54,40.71,56.73,50.45,48.41,45.79,45.18,45.65,34.67,31.40,31.38,27.78,27.02,31.40,32.25,33.54,28.30,25.81,24.21,23.85,30.81,31.32,36.40,13.89,15.26,20.81,14.87,6.08,7.62,18.44,17.03,24.52,12.37,5.00,21.93,16.12,19.85,20.52,25.08,22.56,18.68,19.70,17.20,15.13,12.00,12.81,14.14,15.00,11.31,10.00,9.85,7.28,4.47,5.10,5.83,7.62,6.71,12.17
13,15.52,36.06,42.01,32.89,28.02,26.83,32.65,20.00,19.72,9.22,11.18,4.00,5.00,0.00,1.41,3.00,3.61,8.25,10.05,8.00,13.34,17.72,20.40,20.62,14.32,2.83,5.00,17.89,20.88,19.65,17.26,4.47,3.61,4.12,34.83,36.07,38.90,31.14,41.01,33.42,30.41,30.08,25.32,20.40,17.49,13.93,15.65,12.37,15.00,10.00,5.00,17.12,19.80,21.10,23.71,27.31,21.02,9.06,5.10,8.06,15.23,17.09,18.03,21.19,23.43,21.26,18.87,14.14,11.66,16.40,14.00,16.28,15.52,28.07,24.02,20.88,23.77,21.54,28.28,28.16,30.08,32.28,26.57,24.70,19.24,21.26,22.02,23.35,23.85,28.84,31.02,32.00,34.06,37.05,36.67,40.02,34.13,34.37,41.48,43.38,41.63,41.79,38.60,36.67,36.69,32.56,39.05,34.01,38.33,38.47,31.02,24.02,24.70,22.02,26.17,27.59,21.26,24.21,37.22,34.13,33.60,23.77,27.89,29.73,35.78,51.74,45.45,43.42,40.82,40.25,40.71,29.68,26.63,26.83,23.26,22.20,26.40,27.29,28.64,23.32,20.81,19.21,18.87,26.31,26.68,31.78,9.49,10.77,16.12,11.05,9.49,4.12,13.60,12.04,21.02,9.06,4.47,16.97,11.18,14.87,15.62,20.88,19.03,15.03,15.52,12.53,12.17,9.85,8.06,9.22,10.00,6.40,5.39,6.00,4.47,6.08,9.43,8.06,12.21,9.06,15.13
14,14.32,35.01,40.61,31.62,27.00,25.50,31.24,19.85,18.36,9.43,9.85,3.16,6.40,1.41,0.00,2.24,3.61,7.62,9.22,7.07,12.17,16.49,19.24,19.31,13.00,4.24,6.40,16.55,19.65,18.44,16.12,3.16,2.24,3.61,33.42,34.66,37.48,29.73,39.60,32.02,29.00,29.55,24.52,19.65,17.20,13.42,15.26,11.70,14.87,10.30,6.08,18.03,19.85,20.81,23.32,26.83,20.59,10.00,6.32,8.54,15.81,17.72,18.68,21.84,23.60,21.40,19.24,14.21,11.40,16.28,13.04,15.52,14.87,27.17,23.09,20.25,23.09,21.02,27.46,27.51,29.41,31.62,26.00,24.17,18.87,21.21,21.93,23.35,23.60,28.60,30.00,31.02,33.14,36.12,35.90,39.29,33.06,33.24,40.26,42.05,40.31,40.50,37.36,35.51,35.44,31.40,38.01,33.00,37.22,37.66,30.07,23.00,23.32,20.62,24.76,26.17,19.85,22.80,35.85,32.76,32.20,22.47,26.68,28.46,34.44,50.33,44.05,42.01,39.45,38.91,39.36,28.30,25.24,25.50,21.93,20.81,25.00,25.94,27.31,21.95,19.42,17.80,17.49,25.18,25.50,30.59,8.25,9.49,14.76,10.00,10.77,3.61,12.21,10.63,20.00,8.25,5.10,15.56,9.85,13.45,14.21,19.65,18.00,14.00,14.32,11.18,11.40,9.43,6.71,7.81,8.60,5.00,4.12,5.10,4.24,7.00,10.82,9.22,13.60,10.20,16.28
15,12.65,33.06,39.70,30.08,25.02,24.19,30.81,17.69,18.38,7.62,10.20,5.00,7.62,3.00,2.24,0.00,2.00,5.39,7.07,5.00,10.44,14.87,17.46,17.89,11.66,5.39,7.21,15.26,18.03,16.76,14.32,2.24,2.00,1.41,32.56,34.06,36.88,29.00,38.95,31.14,28.43,27.31,22.36,17.46,15.00,11.18,13.04,9.49,12.73,8.54,5.83,17.03,17.80,18.60,21.10,24.60,18.36,9.22,6.40,7.07,14.32,16.28,17.26,20.40,21.63,19.42,17.46,12.21,9.22,14.14,11.00,13.34,12.65,25.08,21.02,18.03,20.88,18.79,25.32,25.30,27.20,29.41,23.77,21.93,16.64,19.10,19.80,21.26,21.40,26.40,28.02,29.00,31.06,34.06,33.73,37.11,31.14,31.40,38.60,40.71,38.91,39.00,35.74,33.73,33.84,29.61,36.06,31.02,35.36,35.51,28.02,21.02,22.20,19.80,24.08,25.50,19.42,22.47,34.67,31.62,31.24,21.02,25.00,26.93,33.12,49.52,43.19,41.11,38.28,37.59,38.08,27.20,25.06,25.63,22.14,20.59,24.08,24.70,25.94,20.81,18.44,16.97,16.40,23.35,23.77,28.86,9.00,10.05,14.87,11.18,10.82,5.66,12.08,10.00,21.10,9.85,7.28,15.00,8.60,12.81,13.89,20.22,19.10,15.13,15.03,11.40,13.00,11.40,7.07,7.62,7.81,5.10,5.10,6.71,6.40,9.06,11.31,8.94,14.14,9.85,15.81
16,13.42,33.24,41.04,30.87,25.18,25.24,32.45,16.40,20.25,5.83,12.17,6.71,7.07,3.61,3.61,2.00,0.00,5.00,7.07,5.39,11.18,15.65,18.03,18.87,12.81,5.00,6.32,16.40,18.79,17.46,14.87,4.12,4.00,1.41,33.94,35.61,38.42,30.48,40.46,32.53,30.00,26.57,22.09,17.12,13.89,10.44,12.08,9.06,11.40,6.71,4.24,15.03,16.28,17.49,20.12,23.77,17.46,7.28,5.00,5.10,12.37,14.32,15.30,18.44,20.00,17.80,15.65,10.63,8.06,12.81,11.18,13.04,12.17,25.00,21.02,17.46,20.40,18.03,25.08,24.74,26.68,28.86,23.09,21.19,15.65,17.69,18.44,19.80,20.25,25.24,28.16,29.07,31.00,34.00,33.38,36.67,31.40,31.78,39.22,41.68,39.82,39.81,36.40,34.21,34.54,30.08,36.22,31.14,35.69,35.23,28.02,21.21,23.43,21.26,25.61,27.02,21.10,24.19,35.81,32.80,32.56,21.95,25.63,27.73,34.13,50.91,44.55,42.45,39.41,38.59,39.12,28.43,26.83,27.51,24.04,22.36,25.46,25.81,26.93,22.02,19.80,18.44,17.69,23.77,24.35,29.41,11.00,12.04,16.76,13.15,9.22,7.21,13.93,11.66,23.09,11.70,8.06,16.64,9.90,14.42,15.65,22.20,21.10,17.12,17.03,13.34,14.87,13.04,9.06,9.49,9.43,7.07,7.07,8.54,7.81,9.49,10.00,7.21,12.81,8.06,13.93
17,9.22,28.28,37.54,26.42,20.22,21.26,29.97,12.81,19.10,5.39,12.37,10.00,12.04,8.25,7.62,5.39,5.00,0.00,2.24,2.00,7.07,11.40,13.42,14.87,9.43,10.00,11.18,12.81,14.42,13.04,10.30,5.66,6.40,4.12,30.61,32.76,35.51,27.46,37.44,29.21,27.29,21.93,17.12,12.17,9.90,5.83,7.81,4.12,8.06,6.32,8.54,16.16,13.42,13.45,15.81,19.24,13.04,9.90,9.49,6.40,12.17,14.14,15.13,18.03,17.46,15.23,14.14,8.25,4.47,9.43,6.32,8.06,7.28,20.00,16.03,12.65,15.52,13.42,20.10,19.92,21.84,24.04,18.38,16.55,11.40,14.42,15.00,16.64,16.28,21.26,23.19,24.08,26.00,29.00,28.44,31.78,26.48,26.93,34.54,37.44,35.51,35.36,31.78,29.41,29.97,25.30,31.26,26.17,30.81,30.27,23.02,16.28,19.85,18.36,22.83,24.19,18.97,22.14,31.89,29.00,29.07,17.80,21.02,23.32,30.00,47.51,41.11,38.95,35.47,34.41,35.00,24.76,25.00,26.31,23.09,20.62,22.20,21.93,22.80,18.44,16.64,15.65,14.42,18.97,19.70,24.70,12.08,12.65,16.00,14.76,13.04,10.82,13.00,10.05,24.04,14.21,12.65,14.56,7.28,12.37,14.14,22.09,22.14,18.38,17.46,13.15,17.20,16.28,9.85,9.22,8.00,8.06,9.22,11.31,11.66,14.32,14.32,10.82,17.00,11.40,16.40
18,7.07,26.17,35.47,24.19,18.11,19.10,28.23,12.53,18.00,7.21,12.08,11.18,14.14,10.05,9.22,7.07,7.07,2.24,0.00,2.24,5.00,9.22,11.18,12.73,7.62,12.04,13.34,10.82,12.21,10.82,8.06,6.71,7.62,6.00,28.60,30.89,33.62,25.55,35.51,27.20,25.50,20.59,15.30,10.44,9.43,5.00,7.21,2.83,8.25,8.06,10.77,17.89,13.60,12.81,14.87,18.03,12.04,12.04,11.70,8.49,13.60,15.52,16.49,19.24,17.72,15.52,15.00,9.00,5.00,9.49,4.12,6.32,5.83,18.03,14.00,11.18,13.93,12.21,18.25,18.38,20.25,22.47,17.00,15.26,10.63,14.32,14.76,16.55,15.62,20.52,21.10,22.02,24.02,27.02,26.68,30.08,24.33,24.74,32.31,35.23,33.29,33.12,29.55,27.20,27.73,23.09,29.15,24.08,28.64,28.44,21.00,14.14,17.80,16.55,21.02,22.36,17.46,20.62,29.73,26.87,27.02,15.62,18.79,21.10,27.80,45.45,39.05,36.88,33.30,32.20,32.80,22.67,23.54,25.08,22.00,19.24,20.25,19.80,20.62,16.40,14.76,13.93,12.53,16.76,17.46,22.47,12.21,12.53,15.13,15.00,15.26,12.08,12.17,9.06,23.77,14.87,14.32,13.15,6.00,11.05,13.00,21.38,21.93,18.36,17.09,12.65,17.69,17.20,10.00,8.94,7.28,8.49,10.00,12.21,13.00,16.12,16.55,13.04,19.24,13.60,18.44
19,8.06,28.07,36.07,25.50,20.02,20.00,28.18,14.42,17.12,7.28,10.44,8.94,12.37,8.00,7.07,5.00,5.39,2.00,2.24,0.00,5.83,10.30,12.65,13.60,7.81,10.20,11.70,11.31,13.42,12.08,9.49,4.47,5.39,4.12,29.07,31.06,33.84,25.81,35.81,27.66,25.55,22.83,17.46,12.65,11.40,7.07,9.22,5.00,9.85,8.25,9.43,18.03,15.23,14.87,17.03,20.25,14.21,11.40,10.30,8.06,14.14,16.12,17.12,20.02,19.31,17.09,16.12,10.20,6.32,11.18,6.00,8.54,8.06,20.10,16.03,13.42,16.16,14.42,20.40,20.62,22.47,24.70,19.24,17.49,12.73,16.12,16.64,18.36,17.69,22.63,23.02,24.00,26.08,29.07,28.86,32.28,26.17,26.48,33.84,36.36,34.48,34.44,31.02,28.86,29.15,24.74,31.06,26.02,30.41,30.59,23.02,16.03,18.38,16.64,21.10,22.47,17.09,20.25,30.61,27.66,27.59,16.64,20.25,22.36,28.84,46.01,39.62,37.48,34.21,33.29,33.84,23.35,23.09,24.33,21.10,18.68,20.62,20.62,21.63,16.97,15.00,13.89,12.81,18.44,18.97,24.04,10.30,10.77,14.00,13.04,14.21,9.85,11.00,8.06,22.14,12.73,12.17,12.65,5.39,10.44,12.17,20.10,20.25,16.55,15.52,11.18,15.62,15.00,8.06,7.28,6.00,6.40,7.81,10.00,10.77,14.04,15.26,12.04,18.03,12.73,18.03
20,2.24,23.02,30.48,19.70,15.13,14.21,23.41,15.30,14.32,12.21,10.63,13.04,18.03,13.34,12.17,10.44,11.18,7.07,5.00,5.83,0.00,4.47,7.07,7.81,3.00,15.81,17.46,5.83,7.62,6.32,4.00,9.06,10.05,9.85,23.60,25.94,28.65,20.59,30.53,22.20,20.62,20.52,13.89,9.90,12.17,8.00,10.05,6.08,12.04,13.04,15.26,22.83,17.03,14.87,16.12,18.44,13.42,16.97,16.12,13.45,18.38,20.25,21.19,23.77,21.10,19.03,19.24,13.34,9.49,13.00,3.16,6.71,7.28,15.81,11.70,11.40,13.45,13.04,16.55,17.80,19.42,21.63,16.97,15.62,12.65,17.26,17.46,19.42,17.46,21.95,18.11,19.24,21.59,24.52,25.08,28.64,21.00,21.10,28.16,30.53,28.65,28.64,25.30,23.35,23.41,19.24,26.02,21.10,25.08,26.57,18.44,11.18,12.81,11.70,16.16,17.46,13.04,16.12,24.84,21.93,22.02,10.82,14.56,16.55,23.02,40.46,34.06,31.89,28.43,27.46,28.02,17.69,19.10,21.02,18.25,15.00,15.26,14.87,15.81,11.40,9.85,9.22,7.62,13.04,13.34,18.44,11.66,11.40,12.08,14.42,20.00,14.04,9.43,6.40,21.63,15.23,17.03,9.06,3.61,7.28,9.49,18.38,20.00,16.97,15.00,10.63,17.49,18.03,9.85,8.06,5.83,9.22,11.18,13.34,15.03,19.10,21.10,17.80,23.85,18.44,23.43
21,2.24,19.24,26.40,15.23,11.70,9.90,20.40,17.03,13.89,16.28,13.00,17.03,22.47,17.72,16.49,14.87,15.65,11.40,9.22,10.30,4.47,0.00,3.16,3.61,4.12,20.25,21.93,3.16,3.16,2.00,2.00,13.34,14.32,14.32,19.72,22.47,25.08,17.09,26.83,18.36,17.46,19.42,12.04,9.49,14.14,10.77,12.37,9.43,14.87,17.03,19.72,26.63,19.24,16.03,16.49,17.89,14.14,21.26,20.59,17.69,21.95,23.71,24.60,26.93,23.09,21.21,22.14,16.55,13.04,15.52,5.83,8.06,9.22,13.04,9.22,11.40,12.53,13.34,14.21,16.40,17.69,19.80,16.12,15.23,14.00,19.03,19.00,21.00,18.25,22.14,14.56,15.81,18.38,21.19,22.47,26.08,17.12,17.00,23.77,26.08,24.19,24.17,20.88,19.10,18.97,15.03,22.20,17.46,21.00,23.71,15.23,8.06,8.94,9.00,13.15,14.32,11.40,14.14,20.52,17.69,18.03,6.40,10.20,12.08,18.60,36.40,30.00,27.80,24.08,23.02,23.60,13.60,17.12,19.65,17.46,13.60,11.70,10.63,11.40,7.62,7.00,7.28,5.10,9.06,9.06,14.14,14.56,13.93,12.73,17.09,24.41,18.03,10.82,8.54,22.63,18.44,21.21,8.60,7.00,7.81,9.90,18.60,21.26,18.87,16.40,12.53,20.25,21.38,13.15,11.18,9.06,13.00,15.00,17.03,19.03,23.35,25.55,22.20,28.30,22.80,27.59
22,5.00,16.12,25.55,13.04,8.54,8.94,21.02,16.49,16.40,17.80,16.16,20.00,25.00,20.40,19.24,17.46,18.03,13.42,11.18,12.65,7.07,3.16,0.00,4.12,7.28,22.80,24.35,5.66,2.00,1.41,3.16,16.12,17.12,16.76,19.31,22.56,25.00,17.26,26.57,18.03,18.03,17.00,9.43,8.00,13.93,11.40,12.53,10.63,15.26,18.44,21.93,27.66,18.97,15.13,15.03,15.81,13.04,23.02,22.85,19.42,22.80,24.41,25.24,27.29,22.56,20.88,22.36,17.20,14.14,15.65,7.21,8.06,9.43,10.00,6.40,10.00,10.44,12.00,11.31,13.89,15.00,17.03,13.93,13.34,13.34,18.44,18.25,20.22,17.00,20.40,11.40,12.65,15.23,18.03,19.42,23.02,14.04,14.04,21.19,24.21,22.20,21.95,18.38,16.28,16.55,12.17,19.10,14.32,18.03,20.59,12.08,5.00,9.06,10.44,14.04,15.00,13.42,15.81,19.21,16.64,17.46,5.39,7.62,10.00,16.97,35.51,29.15,26.93,22.67,21.26,21.93,13.00,18.68,21.54,19.72,15.65,12.04,9.85,10.00,8.00,8.54,9.43,7.21,6.00,6.32,11.40,17.72,17.09,15.62,20.25,26.42,21.00,13.89,11.70,25.50,21.59,24.08,11.31,10.05,10.82,12.81,21.26,24.21,21.95,19.42,15.65,23.41,24.52,16.28,14.32,12.17,16.03,18.03,20.10,22.00,26.17,27.73,24.19,30.41,24.70,29.07
23,5.66,18.03,22.80,12.37,11.40,6.40,17.12,20.22,12.73,19.85,14.14,19.42,25.50,20.62,19.31,17.89,18.87,14.87,12.73,13.60,7.81,3.61,4.12,0.00,6.32,23.26,25.06,3.00,2.24,3.00,5.39,16.16,17.09,17.49,16.12,18.97,21.54,13.60,23.26,14.76,14.14,21.02,13.42,12.04,17.46,14.32,15.81,13.04,18.38,20.62,23.02,30.23,22.56,19.03,19.10,19.92,17.00,24.76,23.85,21.21,25.55,27.29,28.18,30.46,26.31,24.52,25.63,20.12,16.64,18.97,9.43,11.40,12.65,13.45,10.30,14.04,14.56,16.03,15.00,17.89,18.87,20.81,18.03,17.46,17.12,22.20,22.09,24.08,21.02,24.52,13.89,15.26,18.03,20.59,22.67,26.25,15.81,15.30,21.21,22.83,21.02,21.19,18.25,17.03,16.28,13.15,20.88,16.55,19.24,23.60,15.00,8.60,5.39,6.32,10.00,11.05,9.43,11.70,17.03,14.14,14.42,3.16,8.06,9.22,15.26,32.80,26.40,24.21,20.62,19.72,20.25,10.00,14.56,17.46,15.81,11.66,8.25,7.07,8.06,4.12,4.47,5.66,3.61,8.06,7.28,12.04,16.03,15.13,12.53,18.25,27.80,20.40,11.40,10.00,22.20,20.02,23.77,8.06,9.49,8.25,9.85,17.69,21.10,19.31,16.55,13.34,21.38,23.02,15.03,13.04,11.18,15.30,17.26,19.10,21.38,25.96,28.84,25.61,31.62,26.25,31.14
24,2.83,23.35,28.28,18.68,15.81,12.53,20.62,18.25,11.40,14.76,8.94,13.15,19.24,14.32,13.00,11.66,12.81,9.43,7.62,7.81,3.00,4.12,7.28,6.32,0.00,17.00,18.87,3.61,7.00,6.08,5.00,9.85,10.77,11.40,21.26,23.32,26.08,18.03,28.02,19.85,17.89,22.67,15.62,12.21,15.13,11.00,13.04,9.06,15.03,15.65,17.03,25.50,20.02,17.72,18.79,20.81,16.16,19.21,17.80,15.81,21.19,23.09,24.04,26.68,24.08,22.02,22.20,16.28,12.37,16.00,6.08,9.49,10.20,17.00,13.04,13.89,15.62,15.65,18.03,19.80,21.26,23.43,19.21,18.03,15.52,20.22,20.40,22.36,20.25,24.60,18.68,19.92,22.47,25.30,26.42,30.02,21.21,21.02,27.46,29.07,27.31,27.51,24.52,23.02,22.56,19.00,26.31,21.59,25.02,27.73,19.31,12.08,10.63,8.94,13.42,14.76,10.05,13.15,23.02,20.00,19.80,9.49,14.04,15.52,21.47,38.21,31.83,29.70,26.63,25.94,26.42,15.62,16.12,18.03,15.30,12.00,12.81,13.04,14.32,9.22,7.21,6.32,5.00,13.15,13.00,18.03,10.44,9.85,9.43,13.00,21.93,14.14,7.07,4.47,19.21,14.32,17.46,6.08,3.16,4.47,6.71,15.65,17.69,15.00,12.73,8.60,16.16,17.26,9.06,7.07,5.00,9.06,11.05,13.00,15.13,19.65,22.80,19.80,25.61,20.52,25.81
25,18.03,38.21,44.82,35.47,30.15,29.53,35.47,20.59,22.47,9.43,13.89,6.32,2.24,2.83,4.24,5.39,5.00,10.00,12.04,10.20,15.81,20.25,22.80,23.26,17.00,0.00,2.24,20.59,23.41,22.14,19.65,7.21,6.40,6.08,37.64,38.90,41.73,33.97,43.84,36.24,33.24,31.32,27.07,22.09,18.38,15.30,16.76,14.04,15.65,10.00,3.61,15.52,20.00,21.93,24.70,28.46,22.14,7.62,3.16,7.81,14.42,16.12,17.00,20.12,23.35,21.26,18.44,14.42,12.65,17.00,16.12,18.03,17.12,30.00,26.02,22.36,25.32,22.80,30.07,29.61,31.58,33.73,27.89,25.96,20.25,21.63,22.47,23.60,24.60,29.53,33.14,34.06,36.00,39.00,38.33,41.59,36.35,36.67,43.97,46.07,44.28,44.38,41.11,39.05,39.22,34.93,41.19,36.12,40.61,40.20,33.02,26.17,27.46,24.84,29.00,30.41,24.08,27.02,39.96,36.89,36.40,26.40,30.36,32.31,38.47,54.56,48.27,46.23,43.57,42.94,43.42,32.45,29.41,29.53,25.94,25.00,29.21,30.02,31.30,26.08,23.60,22.02,21.63,28.64,29.12,34.21,12.08,13.42,18.87,13.34,7.07,6.08,16.40,14.87,23.19,11.05,4.47,19.80,13.89,17.69,18.44,23.41,21.21,17.26,18.03,15.26,14.00,11.18,10.82,12.04,12.81,9.22,8.06,8.25,6.00,5.00,6.71,6.08,9.43,7.07,13.00
26,19.70,39.46,46.86,37.16,31.40,31.38,37.64,20.62,24.70,9.49,16.12,8.54,1.41,5.00,6.40,7.21,6.32,11.18,13.34,11.70,17.46,21.93,24.35,25.06,18.87,2.24,0.00,22.47,25.08,23.77,21.19,9.22,8.49,7.62,39.70,41.04,43.86,36.07,45.97,38.29,35.38,31.78,28.00,23.00,18.68,16.03,17.26,15.03,15.81,9.85,3.16,13.93,19.72,22.14,25.00,28.86,22.56,6.40,2.24,7.62,13.45,15.00,15.81,18.87,22.80,20.81,17.69,14.32,13.15,17.09,17.46,19.03,18.00,31.06,27.17,23.09,26.08,23.35,31.00,30.27,32.25,34.37,28.44,26.48,20.62,21.47,22.36,23.32,24.70,29.55,34.37,35.23,37.05,40.05,39.12,42.30,37.66,38.08,45.54,47.89,46.07,46.10,42.72,40.52,40.85,36.40,42.43,37.34,41.98,41.05,34.13,27.46,29.41,26.91,31.11,32.53,26.25,29.21,41.88,38.83,38.42,28.18,31.95,34.01,40.31,56.64,50.33,48.27,45.49,44.78,45.28,34.41,31.62,31.76,28.18,27.20,31.24,31.91,33.12,28.02,25.61,24.08,23.60,30.08,30.68,35.74,14.32,15.65,21.10,15.52,5.00,8.25,18.60,16.97,25.32,13.15,6.08,21.93,15.81,19.80,20.62,25.63,23.35,19.42,20.25,17.49,16.03,13.04,13.04,14.21,14.87,11.40,10.30,10.44,8.06,5.83,4.47,4.47,7.21,5.39,11.05
27,4.12,20.88,24.76,15.30,13.89,8.94,17.72,20.00,10.82,18.03,11.18,16.49,22.83,17.89,16.55,15.26,16.40,12.81,10.82,11.31,5.83,3.16,5.66,3.00,3.61,20.59,22.47,0.00,4.47,4.24,5.10,13.42,14.32,15.00,17.80,20.12,22.83,14.76,24.70,16.40,14.87,22.47,15.00,12.65,17.03,13.34,15.13,11.70,17.46,18.87,20.62,28.65,22.09,19.10,19.65,21.02,17.26,22.67,21.40,19.21,24.17,26.00,26.93,29.41,26.02,24.08,24.74,18.97,15.23,18.25,8.25,11.00,12.04,15.62,12.04,14.56,15.65,16.49,16.97,19.42,20.62,22.67,19.24,18.38,17.03,22.00,22.02,24.02,21.38,25.30,16.55,17.89,20.59,23.26,25.00,28.60,18.68,18.25,24.19,25.50,23.77,24.04,21.21,20.02,19.24,16.12,23.77,19.31,22.20,26.08,17.49,10.63,7.07,6.08,10.44,11.70,8.25,11.05,19.42,16.40,16.28,6.08,11.05,12.17,17.89,34.71,28.32,26.17,23.02,22.36,22.83,12.04,14.04,16.49,14.32,10.44,9.43,9.43,10.77,5.66,4.12,4.12,2.00,10.77,10.20,15.03,13.04,12.17,10.00,15.30,25.50,17.46,8.54,7.00,19.85,17.03,20.88,5.66,6.71,5.39,7.21,15.62,18.60,16.55,13.89,10.44,18.44,20.02,12.04,10.05,8.25,12.37,14.32,16.12,18.44,23.09,26.40,23.35,29.21,24.04,29.21
